id,input,correct_choice,list_choices,lbl,distractor_model,dataset,target
40568607,"Chisako Kakehi was arrested in 2014 and went on trial in Kyoto late last month.
Her lawyers have pleaded not guilty on her behalf, and when her trial began she said only that she would ""leave everything"" to her defence team.
But in court, asked if she killed her husband, she said there was ""no mistake"", the Mainichi reported.
The 70-year-old said she committed the crime because her husband was not treating her well financially, and that she obtained the cyanide from a business associate.
""I wasn't given any money after I married him,"" the Japan Times quoted Ms Kakehi as telling the court on Monday. ""I have no intention of hiding the guilt. I will laugh it off and die if I am sentenced to death tomorrow.""
Prosecutors say Ms Kakehi targeted the men for their money and poisoned them all with cyanide.
The investigation began when Isao Kakehi, her fourth husband who she reportedly met via a match-making site, died on 28 December 2013, a month after they got married.
A post mortem examination subsequently found traces of cyanide in his body, and investigators then began examining the deaths of other men linked to the pensioner.
She is now on trial for murdering him and two other boyfriends, and the attempted murder and robbery of another boyfriend who later died of cancer.
The men were all aged between 70 and 80 when the alleged crimes took place between 2007-2013.
Ms Kakehi's three other husbands also all died, but she has not been charged in connection with their deaths.
Lawyers for Ms Kakehi say her testimony cannot be trusted, because she has mild dementia.
""Since she is suffering from dementia, she barely remembers things that happened recently let alone the incidents,"" her team was quoted as saying at the start of the trial, which is expected to continue until November.
Japanese press have dubbed Ms Kakehi a ""black widow"" - a term derived from the female spider that eats its partner after mating.
In April another Japanese woman, Kanae Kajima, who was convicted of killing three lovers, lost a final appeal against her death sentence at the Supreme Court.",A Japanese pensioner accused of killing three partners and attempting to murder a fourth has told a court that she fatally poisoned her husband.,"A Japanese woman accused of poisoning her husband and three other men with cyanide has told a court she will ""laugh it off"" and die.",0,bart-base,xsum,0
26504109,"The sturgeon, named Steve, swam out of World of Water in Romsey, Hampshire when it was inundated by flood water in early February.
But now staff at a car wash a mile from the centre have discovered him in a deep puddle.
A larger koi carp fish named Chadwick escaped at the same time but, despite sightings, has not yet been retrieved.
Centre manager Mark Bradbury said he was ""hugely relieved"" Steve had been recovered and ""only a little worse for wear for his travels.""
The seven-year-old fish was used as part of the shop's displays, but Mr Bradbury said similar fish would retail for up to Â£1,000.
""He must have crossed the road and got to the petrol station through the flood water. He's got a few bumps and scrapes but is happy to be back with his friends,"" he explained.
The centre has now re-opened after being closed for three weeks because of the floods.",A fish that escaped from an aquatic shop during flooding has been found.,A fish that escaped from an aquatic shop during flooding has been found.,0,bart-base,xsum,1
26504109,"The sturgeon, named Steve, swam out of World of Water in Romsey, Hampshire when it was inundated by flood water in early February.
But now staff at a car wash a mile from the centre have discovered him in a deep puddle.
A larger koi carp fish named Chadwick escaped at the same time but, despite sightings, has not yet been retrieved.
Centre manager Mark Bradbury said he was ""hugely relieved"" Steve had been recovered and ""only a little worse for wear for his travels.""
The seven-year-old fish was used as part of the shop's displays, but Mr Bradbury said similar fish would retail for up to Â£1,000.
""He must have crossed the road and got to the petrol station through the flood water. He's got a few bumps and scrapes but is happy to be back with his friends,"" he explained.
The centre has now re-opened after being closed for three weeks because of the floods.",A fish that escaped from an aquatic shop during flooding has been found.,A rare fish that swam out of a river after being flooded has been found.,0,bart-base,xsum,0
35502373,"Convicted criminal Steven Johnson had been wanted since January 2014 after breaching the terms of his parole.
Police believe the 40-year-old went to Spain, where he posted Facebook and Twitter messages challenging officers to find him.
He was arrested in Whiston, Merseyside, on Thursday and returned to jail.
Read updates on this story and more from across Merseyside and Cheshire.
Johnson, of Prescot, was serving a sentence of six years and 11 months for possession with intent to supply class A drugs, before being released on licence.
During his time on the run, he used aliases on social media sites to post messages and photographs, including several of himself posing in front of luxury cars.
In one message, he wrote: ""Just got out of bed. Going for a massage.""
Merseyside Police said Johnson had now ""got his wish"".
Sgt Mark Worrall said: ""The arrest of Johnson shows that we never give up.
""Johnson has been wanted on recall to prison for two years and he has obviously been living the high life abroad, but that has been cut short and he's now back behind bars.""",A man wanted on recall to prison who taunted police with social media posts telling them to catch him if they can is back behind bars.,A man who posed as a police officer to get a massage while on the run has been arrested.,1,bart-base,xsum,0
35502373,"Convicted criminal Steven Johnson had been wanted since January 2014 after breaching the terms of his parole.
Police believe the 40-year-old went to Spain, where he posted Facebook and Twitter messages challenging officers to find him.
He was arrested in Whiston, Merseyside, on Thursday and returned to jail.
Read updates on this story and more from across Merseyside and Cheshire.
Johnson, of Prescot, was serving a sentence of six years and 11 months for possession with intent to supply class A drugs, before being released on licence.
During his time on the run, he used aliases on social media sites to post messages and photographs, including several of himself posing in front of luxury cars.
In one message, he wrote: ""Just got out of bed. Going for a massage.""
Merseyside Police said Johnson had now ""got his wish"".
Sgt Mark Worrall said: ""The arrest of Johnson shows that we never give up.
""Johnson has been wanted on recall to prison for two years and he has obviously been living the high life abroad, but that has been cut short and he's now back behind bars.""",A man wanted on recall to prison who taunted police with social media posts telling them to catch him if they can is back behind bars.,A man wanted on recall to prison who taunted police with social media posts telling them to catch him if they can is back behind bars.,1,bart-base,xsum,1
30195774,"Steve, who presents Deadly 60 on CBBC, says ""it's pretty crazy that the word 'bullying' was bandied around.""
""It's not a word that should be used lightly and certainly not one that I ever used,"" he said.
The pair dismissed claims earlier this month and Ola's husband James Jordan attacked Strictly producers over it.
Ola has now said that she knows people will believe how it was reported by the Daily Mail even if it wasn't true.
""Yes they do think it's true,"" reflects Ola, ""and it is hard being on a show for nine years and suddenly being called names, it's very hard"".
Steve and Ola were in the bottom two on Strictly at the weekend and then lost the dance off so have now left this year's competition.
""It's been weird for me,"" says Steve, ""that the job I do has very little press and tabloid attention and all of a sudden having all these stories coming out and not really knowing what to do with it and how to handle it has been probably the biggest learning experience of Strictly for me"".
In a joint interview, Steve went on to say that ""the best thing"" to do when the bullying claims surfaced ""was to show that we were unified, that we were together as a team and to make sure that we just carried on smiling and carried on dancing and carried on doing our thing.""
""And in some ways not to dignify it with a response,"" he added.
""In other ways when it's decisively brought up to answer it as truthfully as we can and I think that we've done that and it will blow over.""
If you've been affected by bullying and want to find out about the help that's available, go to The Surgery's homepage on the BBC Radio 1 website.
Follow @BBCNewsbeat on Twitter and Radio1Newsbeat on YouTube",Steve has spoken about his disappointment that it was reported he was bullied on Strictly by his dance partner Ola.,"The former Strictly Come Dancing host Steve Ola has said that the word bullying has been ""buzzed"" by the media.",1,bart-base,xsum,0
30195774,"Steve, who presents Deadly 60 on CBBC, says ""it's pretty crazy that the word 'bullying' was bandied around.""
""It's not a word that should be used lightly and certainly not one that I ever used,"" he said.
The pair dismissed claims earlier this month and Ola's husband James Jordan attacked Strictly producers over it.
Ola has now said that she knows people will believe how it was reported by the Daily Mail even if it wasn't true.
""Yes they do think it's true,"" reflects Ola, ""and it is hard being on a show for nine years and suddenly being called names, it's very hard"".
Steve and Ola were in the bottom two on Strictly at the weekend and then lost the dance off so have now left this year's competition.
""It's been weird for me,"" says Steve, ""that the job I do has very little press and tabloid attention and all of a sudden having all these stories coming out and not really knowing what to do with it and how to handle it has been probably the biggest learning experience of Strictly for me"".
In a joint interview, Steve went on to say that ""the best thing"" to do when the bullying claims surfaced ""was to show that we were unified, that we were together as a team and to make sure that we just carried on smiling and carried on dancing and carried on doing our thing.""
""And in some ways not to dignify it with a response,"" he added.
""In other ways when it's decisively brought up to answer it as truthfully as we can and I think that we've done that and it will blow over.""
If you've been affected by bullying and want to find out about the help that's available, go to The Surgery's homepage on the BBC Radio 1 website.
Follow @BBCNewsbeat on Twitter and Radio1Newsbeat on YouTube",Steve has spoken about his disappointment that it was reported he was bullied on Strictly by his dance partner Ola.,Steve has spoken about his disappointment that it was reported he was bullied on Strictly by his dance partner Ola.,1,bart-base,xsum,1
37316836,"Mr Musk tweeted that the explosion of Falcon 9 during a routine filling operation was the most complicated in the space travel firm's history.
He said that the engines weren't on and there was ""no apparent heat source"".
The rocket's payload, a satellite on which Facebook had leased capacity, was destroyed in the explosion last week.
""Still working on the Falcon fireball investigation. Turning out to be the most difficult and complex failure we have ever had in 14 years,"" Mr Musk tweeted.
Facebook, with Eutelsat Communications, had been due to use the Amos-6 satellite for broadband internet coverage for parts of sub-Saharan Africa as part of Facebook's Internet.org initiative.
The force of the blast at Cape Canaveral shook buildings several miles away.
Mr Musk tweeted that support for the SpaceX investigation by Nasa, the US Federal Aviation Administration, and the US Air Force was ""much appreciated"".
The technology entrepreneur owns and leads SpaceX. Mr Musk is also chief executive of electric car company Tesla Motors and chairman of solar energy firm SolarCity.","An investigation into how a SpaceX rocket exploded is uncovering a ""difficult and complex failure"", the firm's leader Mr Musk has said.",SpaceX chief executive Elon Musk has said the company is still working on the investigation into the explosion of a rocket that exploded in Florida on Tuesday.,1,bart-base,xsum,0
37316836,"Mr Musk tweeted that the explosion of Falcon 9 during a routine filling operation was the most complicated in the space travel firm's history.
He said that the engines weren't on and there was ""no apparent heat source"".
The rocket's payload, a satellite on which Facebook had leased capacity, was destroyed in the explosion last week.
""Still working on the Falcon fireball investigation. Turning out to be the most difficult and complex failure we have ever had in 14 years,"" Mr Musk tweeted.
Facebook, with Eutelsat Communications, had been due to use the Amos-6 satellite for broadband internet coverage for parts of sub-Saharan Africa as part of Facebook's Internet.org initiative.
The force of the blast at Cape Canaveral shook buildings several miles away.
Mr Musk tweeted that support for the SpaceX investigation by Nasa, the US Federal Aviation Administration, and the US Air Force was ""much appreciated"".
The technology entrepreneur owns and leads SpaceX. Mr Musk is also chief executive of electric car company Tesla Motors and chairman of solar energy firm SolarCity.","An investigation into how a SpaceX rocket exploded is uncovering a ""difficult and complex failure"", the firm's leader Mr Musk has said.","An investigation into how a SpaceX rocket exploded is uncovering a ""difficult and complex failure"", the firm's leader Mr Musk has said.",1,bart-base,xsum,1
34430530,"Basil Khan and Omar Mohidin were 16 when they were hit and racially abused by officers in Edgware Road, north west London in 2007, the High Court heard.
The sergeant and a constable involved were acquitted along with four colleagues in a criminal trial in 2009.
The High Court ruled the two men were racially abused and awarded damages.
The Met's Deputy Assistant Commissioner Fiona Taylor said the officers' actions had let down the public and all of the force.
Officers from the Territorial Support Group stopped the teenagers in June 2007 because they claimed that some of the group had been mouthing obscenities and making gestures at them.
Omar Mohidin was held in a police van for about five minutes while officers arrested Basil Khan who was handcuffed, strip searched and held in police custody for almost 20 hours.
Mr Justice Gilbart said Mr Khan had been wrongfully arrested and he accepted PC Mark Jones, who has since left the force, had hit Mr Khan, grabbing him around the neck and making it difficult for him to breathe.
The judge awarded Mr Khan £11,900 in damages and said Sgt William Wilson had also struck Mr Khan.
The court ruled Mr Mohidin was also falsely imprisoned for a few minutes during which time he was subjected to ""racist humiliation"", but that his injury amounted at most to feeling upset for a few days.
He dismissed Mr Mohidin's claim that he had suffered acute stress disorder as a result of the police action and awarded him £2,500.
The judge threw out a third civil damages claim for false imprisonment, assault and race discrimination brought by another man, Ahmed Hegazy.","Payment of more than £14,000 has been awarded to two men for damages after officers were found guilty of racially abusing them as teenagers.","Two Met Police officers who were wrongly arrested and held in custody for more than 20 hours have been awarded £11,900 in damages.",1,bart-base,xsum,0
34430530,"Basil Khan and Omar Mohidin were 16 when they were hit and racially abused by officers in Edgware Road, north west London in 2007, the High Court heard.
The sergeant and a constable involved were acquitted along with four colleagues in a criminal trial in 2009.
The High Court ruled the two men were racially abused and awarded damages.
The Met's Deputy Assistant Commissioner Fiona Taylor said the officers' actions had let down the public and all of the force.
Officers from the Territorial Support Group stopped the teenagers in June 2007 because they claimed that some of the group had been mouthing obscenities and making gestures at them.
Omar Mohidin was held in a police van for about five minutes while officers arrested Basil Khan who was handcuffed, strip searched and held in police custody for almost 20 hours.
Mr Justice Gilbart said Mr Khan had been wrongfully arrested and he accepted PC Mark Jones, who has since left the force, had hit Mr Khan, grabbing him around the neck and making it difficult for him to breathe.
The judge awarded Mr Khan £11,900 in damages and said Sgt William Wilson had also struck Mr Khan.
The court ruled Mr Mohidin was also falsely imprisoned for a few minutes during which time he was subjected to ""racist humiliation"", but that his injury amounted at most to feeling upset for a few days.
He dismissed Mr Mohidin's claim that he had suffered acute stress disorder as a result of the police action and awarded him £2,500.
The judge threw out a third civil damages claim for false imprisonment, assault and race discrimination brought by another man, Ahmed Hegazy.","Payment of more than £14,000 has been awarded to two men for damages after officers were found guilty of racially abusing them as teenagers.","Payment of more than £14,000 has been awarded to two men for damages after officers were found guilty of racially abusing them as teenagers.",1,bart-base,xsum,1
40990934,"President Robert Mugabe and his wife arrived back in Harare early on Sunday.
Mrs Mugabe, 52, is accused of assaulting model Gabriella Engels a week ago at a Johannesburg hotel where her sons were staying.
She has not commented publicly on the case.
A lawyer for Ms Engels told the BBC that they were planning to challenge the immunity decision in court.
Willie Spies said he would argue that the first lady should not have been given special treatment as she had been in South Africa on private business.
The South African government's decision came in a notice from International Relations Minister Maite Nkoana-Mashabane, published in the Government Gazette on Sunday.
""I hereby recognise the immunities and privileges of the First Lady of the Republic of Zimbabwe, Dr Grace Mugabe,"" she said.
On Saturday, Mrs Mugabe had been due to take part in the first ladies' programme at the Southern African Development Community heads of state summit in Pretoria, which Mr Mugabe, 93, was attending.
However, she failed to show up.
South African police had said they wanted to interview Mrs Mugabe and had set up a ""red alert"" at the borders to try to ensure she did not leave the country.
But Zimbabwe's ZBC state broadcaster reported that President Mugabe and his wife ""arrived on board an Air Zimbabwe flight early on Sunday morning"".
It showed pictures of her greeting officials at Harare airport.
Ms Engels' lawyers have said their client was offered money to drop the case but she refused.
She appeared at a press conference on Thursday with a large plaster on her forehead. She has alleged that Mrs Mugabe beat her with an extension cable at the hotel where the model was staying with Mrs Mugabe's two sons.
She told the BBC: ""She hit me with the plug and the extension cord. And I just remember being curled down on the floor with blood rushing down my face and down my neck.""
The South African Broadcasting Corporation said the Mugabes were scheduled to attend a funeral for a state minister at Harare's Heroes Acre on Sunday.","South Africa has granted immunity to Zimbabwean First Lady Grace Mugabe, and she left the country without answering questions about an assault allegation.","The Zimbabwean government has refused to grant the right to travel to South Africa to see the first lady, Grace Mugabe, who has been charged with assaulting a model.",1,bart-base,xsum,0
40990934,"President Robert Mugabe and his wife arrived back in Harare early on Sunday.
Mrs Mugabe, 52, is accused of assaulting model Gabriella Engels a week ago at a Johannesburg hotel where her sons were staying.
She has not commented publicly on the case.
A lawyer for Ms Engels told the BBC that they were planning to challenge the immunity decision in court.
Willie Spies said he would argue that the first lady should not have been given special treatment as she had been in South Africa on private business.
The South African government's decision came in a notice from International Relations Minister Maite Nkoana-Mashabane, published in the Government Gazette on Sunday.
""I hereby recognise the immunities and privileges of the First Lady of the Republic of Zimbabwe, Dr Grace Mugabe,"" she said.
On Saturday, Mrs Mugabe had been due to take part in the first ladies' programme at the Southern African Development Community heads of state summit in Pretoria, which Mr Mugabe, 93, was attending.
However, she failed to show up.
South African police had said they wanted to interview Mrs Mugabe and had set up a ""red alert"" at the borders to try to ensure she did not leave the country.
But Zimbabwe's ZBC state broadcaster reported that President Mugabe and his wife ""arrived on board an Air Zimbabwe flight early on Sunday morning"".
It showed pictures of her greeting officials at Harare airport.
Ms Engels' lawyers have said their client was offered money to drop the case but she refused.
She appeared at a press conference on Thursday with a large plaster on her forehead. She has alleged that Mrs Mugabe beat her with an extension cable at the hotel where the model was staying with Mrs Mugabe's two sons.
She told the BBC: ""She hit me with the plug and the extension cord. And I just remember being curled down on the floor with blood rushing down my face and down my neck.""
The South African Broadcasting Corporation said the Mugabes were scheduled to attend a funeral for a state minister at Harare's Heroes Acre on Sunday.","South Africa has granted immunity to Zimbabwean First Lady Grace Mugabe, and she left the country without answering questions about an assault allegation.","South Africa has granted immunity to Zimbabwean First Lady Grace Mugabe, and she left the country without answering questions about an assault allegation.",1,bart-base,xsum,1
36493819,"Peake won silver at the 2014 Commonwealth Games in Glasgow and is targeting a Team GB spot in Rio.
The 30-year-old aims to break the Welsh record, which she currently holds, at Cardiff International Sports Stadium.
""I've done a lot of competitions trying to get the magical bar that is the Rio qualification,"" Peake said.
""There's quite a few goals for the weekend.
""A personal best would be nice and would also be a Welsh record. I've equalled it so far this year so I'd really like to step that up a notch.""
British Athletics has set 4.50m as the qualification standard for Rio with Peake setting a personal best of 4.40m.",Peake hopes victory will take her as step closer to Rio.,Peake hopes victory will take her as step closer to Rio.,0,bart-base,xsum,1
36493819,"Peake won silver at the 2014 Commonwealth Games in Glasgow and is targeting a Team GB spot in Rio.
The 30-year-old aims to break the Welsh record, which she currently holds, at Cardiff International Sports Stadium.
""I've done a lot of competitions trying to get the magical bar that is the Rio qualification,"" Peake said.
""There's quite a few goals for the weekend.
""A personal best would be nice and would also be a Welsh record. I've equalled it so far this year so I'd really like to step that up a notch.""
British Athletics has set 4.50m as the qualification standard for Rio with Peake setting a personal best of 4.40m.",Peake hopes victory will take her as step closer to Rio.,Welsh sprinter Katie Peake is aiming to set a new Welsh record for the 400m at the Rio Olympics.,0,bart-base,xsum,0
36129448,"The Cheetham Hill Asda Living store will turn off escalators, screens and music for an hour on Saturday 7 May.
Customers will also be offered a picture map of the supermarket.
General manager Simon Lea came up with the idea after watching an autistic child and his mother struggle on the shop floor.
Follow the latest news updates from across Greater Manchester
""When we open the doors you will be able to hear a pin drop. That's the plan,"" Mr Lea told the Manchester Evening News.
""I suffered for many years with anxiety and I used to absolutely hate going into busy stores. If we can make a few small changes to give these customers a better shopping experience and make them comfortable then I know the store will be a better place to shop for everyone,"" Mr Lea said.
The store will open an hour early and no announcements will be made during the quiet hour between 08:00 and 09:00 BST.
Source: The National Autistic Society
Asda said it would monitor feedback from the trial and would consider rolling it out to other stores.
The National Autistic Society (NAS) said it welcomed the move as shops and other public spaces could be ""extremely challenging"" because of bright lights, strong smells and crowds.
NAS Campaign manager Tom Madders said: ""It can cause [autistic people] to feel overwhelmed by 'too much information'. This can be excruciatingly painful or cause extreme anxiety. This may lead to a meltdown or - all too often - people avoid these places and choose not to go out at all.
""Asda's initiative is a great example of an organisation taking the trouble to understand how autistic people experience the world and we hope other retailers are inspired to follow their example.""","An Asda supermarket is introducing a ""quiet hour"" to help autistic shoppers who can feel stressed by noise.","An Asda supermarket is introducing a ""quiet hour"" to help autistic shoppers who can feel stressed by noise.",0,bart-base,xsum,1
36129448,"The Cheetham Hill Asda Living store will turn off escalators, screens and music for an hour on Saturday 7 May.
Customers will also be offered a picture map of the supermarket.
General manager Simon Lea came up with the idea after watching an autistic child and his mother struggle on the shop floor.
Follow the latest news updates from across Greater Manchester
""When we open the doors you will be able to hear a pin drop. That's the plan,"" Mr Lea told the Manchester Evening News.
""I suffered for many years with anxiety and I used to absolutely hate going into busy stores. If we can make a few small changes to give these customers a better shopping experience and make them comfortable then I know the store will be a better place to shop for everyone,"" Mr Lea said.
The store will open an hour early and no announcements will be made during the quiet hour between 08:00 and 09:00 BST.
Source: The National Autistic Society
Asda said it would monitor feedback from the trial and would consider rolling it out to other stores.
The National Autistic Society (NAS) said it welcomed the move as shops and other public spaces could be ""extremely challenging"" because of bright lights, strong smells and crowds.
NAS Campaign manager Tom Madders said: ""It can cause [autistic people] to feel overwhelmed by 'too much information'. This can be excruciatingly painful or cause extreme anxiety. This may lead to a meltdown or - all too often - people avoid these places and choose not to go out at all.
""Asda's initiative is a great example of an organisation taking the trouble to understand how autistic people experience the world and we hope other retailers are inspired to follow their example.""","An Asda supermarket is introducing a ""quiet hour"" to help autistic shoppers who can feel stressed by noise.","A supermarket is to turn off its doors and windows to allow customers to shop in a ""quiet"" environment.",0,bart-base,xsum,0
36522094,"The 39-year-old has passed the Premier League and Football League's fit and proper person test and will become chairman of the West Midlands side.
He succeeds American Randy Lerner, who bought Villa for £62.6m in 2006.
Villa were relegated from the Premier League for the first time last season, finishing bottom, and have since named Roberto di Matteo as manager.
Dr Xia spent six years at Harvard and Massachusetts Institute of Technology, including five months at Oxford University, before returning to China.
He made his fortune as the owner of Recon Group, a holding company that has the controlling interest in five publicly listed companies on the Hong Kong and Chinese stock exchanges, employing 35,000 people in 75 countries.
His takeover comprises a £52m purchase price and a £24m overdraft. In addition, he will contribute £60m in operating costs.
Dr Xia met the Football League's Shaun Harvey in London on Monday for formal confirmation he had passed the owners' and directors' test, after the Premier League had been satisfied in its investigations.
The new Villa vice-chairman is Chris Samuelson, an international financier who has been involved in a failed takeover at fellow Championship club Reading.
He also attempted to inject finances into Premier League Everton more than a decade ago.
The new chief executive is Keith Wyness, who filled the same role at Scottish Premiership club Aberdeen, then Everton.
Samuelson was instrumental in getting Dr Xia interested in the Villa project and introduced the new owner to Wyness.
Dr Xia is expected to inject about £30m into the transfer fund available to former Chelsea, West Brom and Schalke boss Di Matteo as he rebuilds a first-team squad that won only three league games last season.
Subscribe to the BBC Sport newsletter to get our pick of news, features and video sent to your inbox.",Businessman Dr Xia has completed his £76m takeover of Championship club Villa.,Chinese businessman Xia Xiaobo has been appointed as the new owner of Aston Villa.,1,bart-base,xsum,0
36522094,"The 39-year-old has passed the Premier League and Football League's fit and proper person test and will become chairman of the West Midlands side.
He succeeds American Randy Lerner, who bought Villa for £62.6m in 2006.
Villa were relegated from the Premier League for the first time last season, finishing bottom, and have since named Roberto di Matteo as manager.
Dr Xia spent six years at Harvard and Massachusetts Institute of Technology, including five months at Oxford University, before returning to China.
He made his fortune as the owner of Recon Group, a holding company that has the controlling interest in five publicly listed companies on the Hong Kong and Chinese stock exchanges, employing 35,000 people in 75 countries.
His takeover comprises a £52m purchase price and a £24m overdraft. In addition, he will contribute £60m in operating costs.
Dr Xia met the Football League's Shaun Harvey in London on Monday for formal confirmation he had passed the owners' and directors' test, after the Premier League had been satisfied in its investigations.
The new Villa vice-chairman is Chris Samuelson, an international financier who has been involved in a failed takeover at fellow Championship club Reading.
He also attempted to inject finances into Premier League Everton more than a decade ago.
The new chief executive is Keith Wyness, who filled the same role at Scottish Premiership club Aberdeen, then Everton.
Samuelson was instrumental in getting Dr Xia interested in the Villa project and introduced the new owner to Wyness.
Dr Xia is expected to inject about £30m into the transfer fund available to former Chelsea, West Brom and Schalke boss Di Matteo as he rebuilds a first-team squad that won only three league games last season.
Subscribe to the BBC Sport newsletter to get our pick of news, features and video sent to your inbox.",Businessman Dr Xia has completed his £76m takeover of Championship club Villa.,Businessman Dr Xia has completed his £76m takeover of Championship club Villa.,1,bart-base,xsum,1
39703189,"The 30-year-old midfielder moved to McDiarmid Park for a second spell in February 2016 after a frustrating five months with Hearts.
He has scored 14 goals in 48 appearances since then, having netted twice while on loan in 2015.
""The pull of Hibernian was too much for me,"" said Swanson.
""It's always been an ambition of mine to play for the club and I am looking forward to this new challenge and to help achieve their goals back in the Premiership.""
The Championship winners are yet to reveal details of the contract agreed with the former Dundee United, Peterborough and Coventry City player.
Saints offered the midfielder new terms, with Swanson adding: ""The decision to leave St Johnstone has been a difficult one for me. I've felt settled at the Saints and really enjoyed my football, and my period at the club has been the most enjoyable and satisfying time of my career.
""So, it goes without saying, my decision to leave McDiarmid Park was not taken lightly.
""I want to thank the manager, Tommy Wright, who has supported me in so many ways, on and off the field.
""His trust in me on the football park allowed me to flourish. The way he treated me like an adult off the park also helped me to mature and develop as a person.
""Now that we are in the top six yet again, which is yet another fine achievement, for the next five games it's my focus to make sure I play my part in helping St Johnstone qualify for a European place.""
Saints are currently fourth in the top flight, five points ahead of Hearts in the race for the final Europa League spot.
Asked what Swanson would bring to his Hibs team, head coach Neil Lennon told his club website: ""Goals from midfield, hopefully, creativity,
""He's had a great season, into double figures.
""I think he sees a pass, he's a fit lad, he crosses the ball well. And, whenever I have seen him play for St Johnstone, he has probably been their best player and more likely to create something.
""And, allied to that, he is a Leith boy. He gets the club and that's always important as well.""
Find all the latest football transfers on our dedicated page.","Swanson has confirmed that he is leaving St Johnstone to join Hibernian, saying he could not resist the lure of one of his ambitions.",St Johnstone have signed former Hibernian and Hearts midfielder Ryan Swanson on a season-long loan deal.,1,bart-base,xsum,0
39703189,"The 30-year-old midfielder moved to McDiarmid Park for a second spell in February 2016 after a frustrating five months with Hearts.
He has scored 14 goals in 48 appearances since then, having netted twice while on loan in 2015.
""The pull of Hibernian was too much for me,"" said Swanson.
""It's always been an ambition of mine to play for the club and I am looking forward to this new challenge and to help achieve their goals back in the Premiership.""
The Championship winners are yet to reveal details of the contract agreed with the former Dundee United, Peterborough and Coventry City player.
Saints offered the midfielder new terms, with Swanson adding: ""The decision to leave St Johnstone has been a difficult one for me. I've felt settled at the Saints and really enjoyed my football, and my period at the club has been the most enjoyable and satisfying time of my career.
""So, it goes without saying, my decision to leave McDiarmid Park was not taken lightly.
""I want to thank the manager, Tommy Wright, who has supported me in so many ways, on and off the field.
""His trust in me on the football park allowed me to flourish. The way he treated me like an adult off the park also helped me to mature and develop as a person.
""Now that we are in the top six yet again, which is yet another fine achievement, for the next five games it's my focus to make sure I play my part in helping St Johnstone qualify for a European place.""
Saints are currently fourth in the top flight, five points ahead of Hearts in the race for the final Europa League spot.
Asked what Swanson would bring to his Hibs team, head coach Neil Lennon told his club website: ""Goals from midfield, hopefully, creativity,
""He's had a great season, into double figures.
""I think he sees a pass, he's a fit lad, he crosses the ball well. And, whenever I have seen him play for St Johnstone, he has probably been their best player and more likely to create something.
""And, allied to that, he is a Leith boy. He gets the club and that's always important as well.""
Find all the latest football transfers on our dedicated page.","Swanson has confirmed that he is leaving St Johnstone to join Hibernian, saying he could not resist the lure of one of his ambitions.","Swanson has confirmed that he is leaving St Johnstone to join Hibernian, saying he could not resist the lure of one of his ambitions.",1,bart-base,xsum,1
39454492,"Charlton Athletic supporter Daniel Boylett, 36, of Eltham, was arrested after trouble broke out at the match on 23 September 2015.
He was found guilty at Croydon Crown Court of attempted damage for the attack on Kayla. He was also found guilty of violent disorder.
Boylett was released on bail to be sentenced on 28 April.
Crystal Palace, who are nicknamed The Eagles, adopted Kayla as a mascot in 2010.
Who is Kayla the Eagle?
The court heard handler Chris Belsey was walking around the Selhurst Park pitch with the bird on his forearm at the game.
Prosecutor Daniel Higgins said ""three or four fans were shouting abuse"" at the pair when one leaned over the barrier and ""threw a punch"".
He said Mr Belsey did not know if the punch had landed and Kayla ""seemed unhurt"", but ""due to her delicate bone structure if she had been hit with force, her bones could easily break"".
Four other men were on trial with Boylett over the trouble which marred the Capital One third-round tie.
Mr Higgins said there had been trouble ""before, during and after"" the game.
The first scuffles broke out as police escorted Charlton supporters to Selhurst Park.
One officer suffered a cut lip after being hit by what he thought was a bottle as rival fans tried to break the police cordon, the court heard.
At the end of the match, which Charlton lost 4-1, Donegan ran at police wielding a large yellow cone and had to be ""subdued with a baton strike"".
After his arrest, he told police he was ""annoyed"" as ""we just got battered. I picked it up and let my anger out"".
The jury were previously directed to acquit Cowcher, Boylett, Kitto and McConville on another count of violent disorder due to insufficient evidence.",A fan has been found guilty of trying to punch Crystal Palace's eagle mascot.,A fan has been found guilty of trying to punch Crystal Palace's eagle mascot.,0,bart-base,xsum,1
